entity_id,comment,model_name,sentiment_class,sentiment_name,confidence_score,inference_time_ms
do_1137277348012195841200,informative ,ai4bharat/indic-bert,1,neutral,0.5078321695327759,26.070818305015564
do_1137277348012195841200,assessment m next question ka option nahi aa raha hai sir please solve this problem ,ai4bharat/indic-bert,1,neutral,0.5068721771240234,26.070818305015564
do_1137277348012195841200,good ,ai4bharat/indic-bert,1,neutral,0.5079180002212524,26.070818305015564
do_1137277348012195841200,it is very suggestion for future,ai4bharat/indic-bert,1,neutral,0.506381094455719,26.070818305015564
do_1137277348012195841200,nice,ai4bharat/indic-bert,1,neutral,0.5079056024551392,26.070818305015564
do_1137277348012195841200,very nice ,ai4bharat/indic-bert,1,neutral,0.5078697800636292,26.070818305015564
do_1137277348012195841200,good one,ai4bharat/indic-bert,1,neutral,0.5078902840614319,26.070818305015564
do_1137277348012195841200,very nice ,ai4bharat/indic-bert,1,neutral,0.5078697800636292,26.070818305015564
do_1137277348012195841200,विद्यालयों में पढ़ाई के अलावा अन्य काम नहीं थोपें जाएं ,ai4bharat/indic-bert,1,neutral,0.5075306296348572,26.070818305015564
do_1137277348012195841200,very helpful video ,ai4bharat/indic-bert,1,neutral,0.5079391598701477,26.070818305015564
do_1137277348012195841200,done 👍,ai4bharat/indic-bert,1,neutral,0.5073035955429077,26.070818305015564
do_1137277348012195841200,great information ,ai4bharat/indic-bert,1,neutral,0.5079296827316284,26.070818305015564
do_1137277348012195841200,the video is not running,ai4bharat/indic-bert,1,neutral,0.5070177912712097,26.070818305015564
do_1137277348012195841200,solve the issue,ai4bharat/indic-bert,1,neutral,0.5074653625488281,26.070818305015564
do_1137277348012195841200,Good,ai4bharat/indic-bert,1,neutral,0.5079180002212524,26.070818305015564
do_1137277348012195841200,course completed,ai4bharat/indic-bert,1,neutral,0.5080438256263733,26.070818305015564
do_1137277348012195841200,solve the issue,ai4bharat/indic-bert,1,neutral,0.5074653625488281,24.209007620811462
do_1137277348012195841200,plz all course also provide hindi language,ai4bharat/indic-bert,1,neutral,0.5076238512992859,24.209007620811462
do_1137277348012195841200,please provide the same  course  for Govt of Rajasthan employee,ai4bharat/indic-bert,1,neutral,0.5070770382881165,24.209007620811462
do_1137277348012195841200,If possible please provide those course in hindi language. ,ai4bharat/indic-bert,1,neutral,0.5071181058883667,24.209007620811462
do_1137277348012195841200,if possible please provide this course in hindi language. ,ai4bharat/indic-bert,1,neutral,0.5073816776275635,24.209007620811462
do_1137277348012195841200,I have completed the course but still it is being shown under the In Progress category and the certificate is not being generated. Please resolve the issue.,ai4bharat/indic-bert,1,neutral,0.5073778033256531,24.209007620811462
do_1137277348012195841200,I have completed the course but still it is being shown under the In Progress category and the certificate is not being generated. Please resolve the issue.,ai4bharat/indic-bert,1,neutral,0.5073778033256531,24.209007620811462
do_1137277348012195841200,nice,ai4bharat/indic-bert,1,neutral,0.5079056024551392,24.209007620811462
do_1137277348012195841200,Very informative ,ai4bharat/indic-bert,1,neutral,0.5079044699668884,24.209007620811462
do_1137277348012195841200,R/Sir very important information in simple words ,ai4bharat/indic-bert,1,neutral,0.5068483948707581,24.209007620811462
do_1137277348012195841200,course not showing as completed ,ai4bharat/indic-bert,1,neutral,0.507925808429718,24.209007620811462
do_1137277348012195841200,This course offered excellent content. Highly interactive format of the course kept me focused.,ai4bharat/indic-bert,1,neutral,0.5076561570167542,24.209007620811462
do_1137277348012195841200,good,ai4bharat/indic-bert,1,neutral,0.5079180002212524,24.209007620811462
do_1137277348012195841200,Very good course,ai4bharat/indic-bert,1,neutral,0.5079694390296936,24.209007620811462
do_1137277348012195841200,👍,ai4bharat/indic-bert,1,neutral,0.5069277882575989,24.209007620811462
do_1137277348012195841200,Very good information for us ,ai4bharat/indic-bert,1,neutral,0.5078202486038208,24.209007620811462
do_1137277348012195841200,useful ,ai4bharat/indic-bert,1,neutral,0.5079545974731445,22.269994020462036
do_1137277348012195841200,B FR 1965 ,ai4bharat/indic-bert,1,neutral,0.5079368352890015,22.269994020462036
do_1137277348012195841200,very useful for us,ai4bharat/indic-bert,1,neutral,0.5079131126403809,22.269994020462036
do_1137277348012195841200,Useful,ai4bharat/indic-bert,1,neutral,0.5079545974731445,22.269994020462036
do_1137277348012195841200,good content ,ai4bharat/indic-bert,1,neutral,0.5079475045204163,22.269994020462036
do_1137277348012195841200,good,ai4bharat/indic-bert,1,neutral,0.5079180002212524,22.269994020462036
do_1137277348012195841200,Good ,ai4bharat/indic-bert,1,neutral,0.5079180002212524,22.269994020462036
do_1137277348012195841200,good ,ai4bharat/indic-bert,1,neutral,0.5079180002212524,22.269994020462036
do_1137277348012195841200,good ,ai4bharat/indic-bert,1,neutral,0.5079180002212524,22.269994020462036
do_1137277348012195841200,VERY GOOD ELABORATED,ai4bharat/indic-bert,1,neutral,0.5079463720321655,22.269994020462036
do_1137277348012195841200,good .,ai4bharat/indic-bert,1,neutral,0.5074539184570312,22.269994020462036
do_1137277348012195841200,Financial Effects of Minor Penalties is not opening and unable to complete,ai4bharat/indic-bert,1,neutral,0.5071213245391846,22.269994020462036
do_1137277348012195841200,good ,ai4bharat/indic-bert,1,neutral,0.5079180002212524,22.269994020462036
do_1137277348012195841200,Good one,ai4bharat/indic-bert,1,neutral,0.5078902840614319,22.269994020462036
do_1137277348012195841200,Financial Effects of Minor Penalties is not functioning,ai4bharat/indic-bert,1,neutral,0.5071538686752319,22.269994020462036
do_1137277348012195841200,good session ,ai4bharat/indic-bert,1,neutral,0.5079176425933838,22.269994020462036
do_1137277348012195841200,"despite completing the 17min training and assessment, I m not able to generate Certificate. plz help",ai4bharat/indic-bert,1,neutral,0.507327139377594,24.140119552612305
do_1137277348012195841200,same problem with me.. completed video 2 times and done assessment. unable to generate certificate.,ai4bharat/indic-bert,1,neutral,0.5076549649238586,24.140119552612305
do_1137277348012195841200,very good,ai4bharat/indic-bert,1,neutral,0.5079353451728821,24.140119552612305
do_1137277348012195841200,good session ,ai4bharat/indic-bert,1,neutral,0.5079176425933838,24.140119552612305
do_1137277348012195841200,Financial Effects of Minor Penalties is not functioning,ai4bharat/indic-bert,1,neutral,0.5071538686752319,24.140119552612305
do_1137277348012195841200,now working and it's a good session ,ai4bharat/indic-bert,1,neutral,0.5078120231628418,24.140119552612305
